id,fake,real
TEST_00000,0.5093657672405243,0.021125484840013087
TEST_00001,0.5710150077939034,0.21532518044114113
TEST_00002,0.8568269312381744,0.1071888878941536
TEST_00003,0.7549720108509064,0.5330177694559097
TEST_00004,1.659290683164727e-05,0.9978549480438232
TEST_00005,0.12694655172526836,0.9229366481304169
TEST_00006,0.15747973695397377,0.41669489443302155
TEST_00007,0.6391976773738861,0.05098048970103264
TEST_00008,0.2018618118017912,0.5536065921187401
TEST_00009,0.9671813547611237,0.031022372364532202
TEST_00010,0.803440123796463,0.350120832095854
TEST_00011,0.12100975960493088,0.6069958657026291
TEST_00012,0.16268602944910526,0.5450417846441269
TEST_00013,0.5198675394058228,0.5243618190288544
TEST_00014,0.9475485384464264,0.1541886404156685
TEST_00015,0.557401031255722,0.49129249155521393
TEST_00016,0.39731232821941376,0.41031771898269653
TEST_00017,0.015597288496792316,0.9802570641040802
TEST_00018,0.568435899913311,0.2868819534778595
TEST_00019,0.7851632535457611,0.10145413922145963
TEST_00020,0.0011593808494581026,0.9657604992389679
TEST_00021,0.9433494806289673,0.06362952431663871
TEST_00022,0.08118307031691074,0.9689883291721344
TEST_00023,0.8956774473190308,0.06444222386926413
TEST_00024,0.6230676472187042,0.02024772998993285
TEST_00025,0.560411348938942,0.38488971441984177
TEST_00026,0.03899257257580757,0.9916669428348541
TEST_00027,0.00854802830144763,0.8003858029842377
TEST_00028,0.29192454367876053,0.42689845710992813
TEST_00029,0.6352945417165756,0.0992410322651267
TEST_00030,0.22866619005799294,0.12590788304805756
TEST_00031,0.0005494498182088137,0.8328553438186646
TEST_00032,0.7965767085552216,0.45566817990038544
TEST_00033,0.026528507140028523,0.8973908126354218
TEST_00034,0.8409020602703094,0.007756122387945652
TEST_00035,0.11719536880264059,0.6349795162677765
TEST_00036,0.8042180836200714,0.39354701340198517
TEST_00037,0.14624243369325995,0.8572096824645996
TEST_00038,0.4202004229882732,0.5434460937976837
TEST_00039,0.2541862688958645,0.22519423440098763
TEST_00040,0.29917557165026665,0.02479903306812048
TEST_00041,0.3709558993577957,0.5420358814299107
TEST_00042,0.2079161389847286,0.6201112866401672
TEST_00043,0.40158768743276596,0.5733450949192047
TEST_00044,0.47209429554641247,0.45503437519073486
TEST_00045,0.5718147158622742,0.044582951813936234
TEST_00046,0.3306273967027664,0.01860238309018314
TEST_00047,0.00030801444518147036,0.9150518774986267
TEST_00048,0.02117192163132131,0.7133161723613739
TEST_00049,0.4968167400220409,0.13221895322203636
TEST_00050,0.6956879794597626,0.5542047433555126
TEST_00051,0.38185622688615695,0.9389303624629974
TEST_00052,0.8410008549690247,0.05411723721772432
TEST_00053,0.10120210866443813,0.39625395089387894
TEST_00054,0.45955678820610046,0.397183976136148
TEST_00055,0.7927227020263672,0.19689852371811867
TEST_00056,0.3211063090711832,0.8434074819087982
TEST_00057,0.29357980750501156,0.9214664697647095
TEST_00058,0.6208740919828415,0.4813781678676605
TEST_00059,0.9639368951320648,0.2287401184439659
TEST_00060,0.00021527704666368663,0.9642142951488495
TEST_00061,0.3729427307844162,0.35575102269649506
TEST_00062,0.15115591511130333,0.47300609946250916
TEST_00063,0.13023730739951134,0.2823464721441269
TEST_00064,0.28497944702394307,0.10818388126790524
TEST_00065,0.07491481304168701,0.29468197003006935
TEST_00066,0.019563119625672698,0.9620988965034485
TEST_00067,0.8843707740306854,0.14245573244988918
TEST_00068,0.33859640592709184,0.38032694160938263
TEST_00069,0.9828915297985077,0.0010010416663135402
TEST_00070,0.8603433966636658,0.07574782893061638
TEST_00071,0.018120061373338103,0.7609760761260986
TEST_00072,0.4184756665645182,0.6157818660140038
TEST_00073,0.02837067908149038,0.9635521173477173
TEST_00074,0.26184525340795517,0.11560715548694134
TEST_00075,0.4861897071823478,0.785416305065155
TEST_00076,0.9591011703014374,0.2852931134402752
TEST_00077,0.020117216103244573,0.9475298821926117
TEST_00078,0.5612383782863617,0.02705331239849329
TEST_00079,0.9946015179157257,0.002920923274359666
TEST_00080,0.5991721823811531,0.33337846398353577
TEST_00081,0.8360606729984283,0.31913459673523903
TEST_00082,0.41174207255244255,0.5991284251213074
TEST_00083,0.5250107795000076,0.2288186140358448
TEST_00084,0.7638609409332275,0.13678950851317495
TEST_00085,0.000966808765042515,0.9717434644699097
TEST_00086,0.051178744091885164,0.7529376149177551
TEST_00087,0.9939578473567963,0.10150108300149441
TEST_00088,0.25775739178061485,0.9435844719409943
TEST_00089,0.31956997979432344,0.5816438049077988
TEST_00090,0.06255850335583091,0.4873745935037732
TEST_00091,0.4293607811559923,0.5688586160540581
TEST_00092,0.6828526258468628,0.10616283677518368
TEST_00093,0.19351101107895374,0.4385341927409172
TEST_00094,0.41647034557536244,0.5188106596469879
TEST_00095,0.7429065257310867,0.014041672460734844
TEST_00096,0.10583676397800446,0.8654408752918243
TEST_00097,0.2606982421129942,0.6251367032527924
TEST_00098,0.5622782707214355,0.04879815015010536
TEST_00099,0.16866456158459187,0.7787034511566162
TEST_00100,0.7840431928634644,0.11456173285841942
TEST_00101,0.5428941547870636,0.4253414273262024
TEST_00102,0.9925537407398224,0.2869655191898346
TEST_00103,0.9941162467002869,0.07772729964926839
TEST_00104,0.0770435010199435,0.2823190912604332
TEST_00105,0.0013775955885648727,0.8969114124774933
TEST_00106,0.0030776396015426144,0.6856681704521179
TEST_00107,0.952899307012558,0.3500951435416937
TEST_00108,0.4271654710173607,0.2528566950932145
TEST_00109,0.03708717331755906,0.7232964187860489
TEST_00110,0.9322305619716644,0.23645125329494476
TEST_00111,0.5561593472957611,0.07603531703352928
TEST_00112,0.0022321086726151407,0.9211820065975189
TEST_00113,0.21471162885427475,0.6938345432281494
TEST_00114,0.5665257126092911,0.14086175709962845
TEST_00115,0.5139227379113436,0.47833751142024994
TEST_00116,0.9809552729129791,0.0980090107768774
TEST_00117,0.6330543458461761,0.48765958845615387
TEST_00118,0.21535447426140308,0.6561097800731659
TEST_00119,0.018455865210853517,0.5773487910628319
TEST_00120,0.3367830589413643,0.46557100117206573
TEST_00121,0.37343580490369277,0.5586793050169945
TEST_00122,0.7671249210834503,0.008153554575983435
TEST_00123,0.6514641642570496,0.6981605291366577
TEST_00124,0.18869035074021667,0.9663195610046387
TEST_00125,0.6029533669352531,0.11576802283525467
TEST_00126,0.32223941385746,0.3079390972852707
TEST_00127,0.7407166063785553,0.3383600562810898
TEST_00128,0.565351627767086,0.10248943418264389
TEST_00129,0.7847672700881958,0.07689350843429565
TEST_00130,0.17702197283506393,0.2623850777745247
TEST_00131,0.22406063601374626,0.9683523774147034
TEST_00132,0.8788913488388062,0.29556306451559067
TEST_00133,0.9991707801818848,0.028570180147653446
TEST_00134,0.07763408008031547,0.7114883214235306
TEST_00135,0.008221823142832818,0.9812202453613281
TEST_00136,0.1499377815052867,0.5404482744634151
TEST_00137,0.6248027980327606,0.05213489499874413
TEST_00138,0.19944931380450726,0.18125010654330254
TEST_00139,0.11338014900684357,0.4986065998673439
TEST_00140,0.5897390246391296,0.34161611971921957
TEST_00141,0.9898996949195862,0.05036198894958943
TEST_00142,0.9139699935913086,0.04729435779154301
TEST_00143,0.7699036002159119,0.13625624775886536
TEST_00144,0.12226442247629166,0.9364412426948547
TEST_00145,0.19924649596214294,0.5513500273227692
TEST_00146,0.594492994248867,0.0404817417729646
TEST_00147,0.18017090763896704,0.6111751049757004
TEST_00148,0.5595764070749283,0.5543477982282639
TEST_00149,0.47324079275131226,0.2307189702987671
TEST_00150,0.09495566599071026,0.6281884610652924
TEST_00151,0.764693409204483,0.6250158250331879
TEST_00152,0.4306815415620804,0.5210385918617249
TEST_00153,0.05097328429110348,0.5928028225898743
TEST_00154,0.47234860458411276,0.5145403193309903
TEST_00155,0.688543051481247,0.4109591916203499
TEST_00156,0.5811126828193665,0.08539433660916984
TEST_00157,0.14391455799341202,0.47808987647295
TEST_00158,0.356012761592865,0.40644851326942444
TEST_00159,0.38667358638485894,0.567906953394413
TEST_00160,0.699607640504837,0.5063358247280121
TEST_00161,0.4035180388018489,0.610811397433281
TEST_00162,0.0943941177247325,0.9673814475536346
TEST_00163,0.7114879786968231,0.3741833418607712
TEST_00164,0.3747290261089802,0.757208526134491
TEST_00165,0.9832554459571838,0.0037126003808225505
TEST_00166,0.37923966348171234,0.24510172381997108
TEST_00167,0.10465775709599257,0.4792935252189636
TEST_00168,0.7748210728168488,0.44338978081941605
TEST_00169,0.2806508429348469,0.28507643193006516
TEST_00170,0.004817708912469243,0.9993896484375
TEST_00171,0.9400239586830139,0.2981151267886162
TEST_00172,0.19401228241622448,0.551008015871048
TEST_00173,0.7192465960979462,0.3177616372704506
TEST_00174,0.6460804492235184,0.03692301781848073
TEST_00175,0.001418015292074415,0.9987975060939789
TEST_00176,0.9981700778007507,0.22567043750314042
TEST_00177,0.21991213934961706,0.4743864182382822
TEST_00178,0.9403170943260193,0.07356017417623661
TEST_00179,0.5165838599205017,0.23574313521385193
TEST_00180,0.29591769725084305,0.5166373644024134
TEST_00181,0.7391100078821182,0.19868703186511993
TEST_00182,0.5582690387964249,0.4109943173825741
TEST_00183,0.500166581798112,0.7674453854560852
TEST_00184,0.2793588787317276,0.4071109099313617
TEST_00185,0.660792738199234,0.42040538787841797
TEST_00186,0.8767155110836029,0.0611589839681983
TEST_00187,0.7005591690540314,0.2238926775753498
TEST_00188,0.542322188615799,0.45610154420137405
TEST_00189,0.23154659802094102,0.2961859032511711
TEST_00190,0.9001207947731018,0.2467715237289667
TEST_00191,0.9373941421508789,0.043341087526641786
TEST_00192,0.041640814393758774,0.17740932293236256
TEST_00193,0.5288408845663071,0.7043178677558899
TEST_00194,0.552053652703762,0.4793827813118696
TEST_00195,0.9863342642784119,0.014077846193686128
TEST_00196,0.6873671114444733,0.04081404596217908
TEST_00197,0.008287794596981257,0.5500508546829224
TEST_00198,0.5094185844063759,0.30347096733748913
TEST_00199,0.6543594300746918,0.1492029670625925
TEST_00200,0.4855584502220154,0.4234500378370285
TEST_00201,0.4909190771468275,0.7087962776422501
TEST_00202,0.9583218693733215,0.003874416317557916
TEST_00203,0.47813843935728073,0.2404409795999527
TEST_00204,0.6009919047355652,0.42828673124313354
TEST_00205,0.013957136310636997,0.9429751932621002
TEST_00206,0.8504354953765869,0.024895595852285624
TEST_00207,0.001579734031111002,0.9668430984020233
TEST_00208,0.6161118745803833,0.25289810076355934
TEST_00209,0.13637825706973672,0.6013075411319733
TEST_00210,0.9467280805110931,0.1803929335437715
TEST_00211,0.4553094170987606,0.6274037063121796
TEST_00212,0.07219764428737108,0.5008136294782162
TEST_00213,0.7186481952667236,0.18392527848482132
TEST_00214,0.21284391358494759,0.5339983180165291
TEST_00215,0.12056475749523088,0.515651497989893
TEST_00216,0.8564686179161072,0.10029484878759831
TEST_00217,1.8035710127151106e-05,0.9776425659656525
TEST_00218,0.6016213297843933,0.24821343645453453
TEST_00219,0.1828969046473503,0.6060894951224327
TEST_00220,0.27951766550540924,0.7339373379945755
TEST_00221,0.30640142410993576,0.4948420524597168
TEST_00222,0.9673606157302856,0.24851216934621334
TEST_00223,0.501236155629158,0.37193579226732254
TEST_00224,0.6506215035915375,0.4168846905231476
TEST_00225,0.5734618753194809,0.5849784910678864
TEST_00226,0.8404280245304108,0.23000239301472902
TEST_00227,0.0312442509457469,0.08918933756649494
TEST_00228,0.2030916679650545,0.5267339125275612
TEST_00229,0.6652360111474991,0.5802707299590111
TEST_00230,0.003422361158300191,0.8609614968299866
TEST_00231,0.5043551176786423,0.2538318485021591
TEST_00232,0.06138225644826889,0.6527470350265503
TEST_00233,0.9323924779891968,0.015809796983376145
TEST_00234,0.03193237725645304,0.5698903948068619
TEST_00235,0.03726717482550157,0.9578259587287903
TEST_00236,1.9411668290558737e-06,0.9964004158973694
TEST_00237,0.9540823400020599,0.163950577378273
TEST_00238,0.5656541883945465,0.033955592662096024
TEST_00239,0.6931171864271164,0.1568504348397255
TEST_00240,0.3310568630695343,0.49989768862724304
TEST_00241,0.7434314787387848,0.02831959631294012
TEST_00242,0.03643328894395381,0.9859010577201843
TEST_00243,0.6502237915992737,0.46581751108169556
TEST_00244,0.6588609963655472,0.03827923722565174
TEST_00245,0.06412968039512634,0.5362057834863663
TEST_00246,0.7430251240730286,0.03626781620550901
TEST_00247,0.056263065713437754,0.31461188942193985
TEST_00248,0.1755024828016758,0.10804276540875435
TEST_00249,0.09675440099090338,0.6611236780881882
TEST_00250,0.44725731015205383,0.5849125534296036
TEST_00251,0.36774977296590805,0.5944646149873734
TEST_00252,0.3725100683514029,0.6597565561532974
TEST_00253,0.38149330019950867,0.32219472900032997
TEST_00254,0.9651177823543549,0.10419541224837303
TEST_00255,0.4942987767572049,0.6574275195598602
TEST_00256,0.10677748289890587,0.5271246582269669
TEST_00257,0.5040487926453352,0.20739083737134933
TEST_00258,0.4629385409352835,0.9726434946060181
TEST_00259,0.05160556919872761,0.46394918859004974
TEST_00260,0.8702175617218018,0.41630592942237854
TEST_00261,0.9570972323417664,0.646618440747261
TEST_00262,0.5221273005008698,0.603180006146431
TEST_00263,0.7985855638980865,0.3975486308336258
TEST_00264,0.47140835225582123,0.7776396572589874
TEST_00265,0.4529285281896591,0.0996243841946125
TEST_00266,0.04887103941291571,0.7947463691234589
TEST_00267,0.7178895771503448,0.1770518496632576
TEST_00268,0.9205972254276276,0.09097687155008316
TEST_00269,0.5898449048399925,0.08689825795590878
TEST_00270,0.005716663028579205,0.9407056570053101
TEST_00271,0.02625189581885934,0.659230962395668
TEST_00272,0.3898579627275467,0.7582067847251892
TEST_00273,0.9123958051204681,0.5021136105060577
TEST_00274,0.06796243041753769,0.6146278008818626
TEST_00275,0.9982978701591492,0.00328734551112575
TEST_00276,0.47896958142518997,0.12708578631281853
TEST_00277,0.4009946584701538,0.7973106801509857
TEST_00278,0.5551582686603069,0.29837990552186966
TEST_00279,0.03756877803243697,0.9448017776012421
TEST_00280,0.5000206902623177,0.36228881031274796
TEST_00281,0.5604301318526268,0.4664713405072689
TEST_00282,0.003208971582353115,0.9149838387966156
TEST_00283,0.0805685967206955,0.9242748022079468
TEST_00284,0.12104352377355099,0.15083457110449672
TEST_00285,0.9208118617534637,0.39602869004011154
TEST_00286,0.44350799452513456,0.8087613880634308
TEST_00287,0.021697357020457275,0.9534552097320557
TEST_00288,0.6065612286329269,0.17010951414704323
TEST_00289,0.789739727973938,0.9047272205352783
TEST_00290,0.5101460190489888,0.8272504508495331
TEST_00291,0.42935607443359913,0.7543556094169617
TEST_00292,0.6641859710216522,0.2194714890792966
TEST_00293,0.9989441931247711,0.0940967034039204
TEST_00294,0.6229985058307648,0.24151516379788518
TEST_00295,0.9382290840148926,0.590771347284317
TEST_00296,0.29198862599150743,0.9732744693756104
TEST_00297,0.16632186993956566,0.5153270866721869
TEST_00298,0.5639796555042267,0.07647754997015
TEST_00299,0.8130407333374023,0.13611254189163446
TEST_00300,0.5462588667869568,0.5189081765711308
TEST_00301,0.8162940740585327,0.08887755684554577
TEST_00302,0.8986556231975555,0.12083893411272584
TEST_00303,0.177664962480776,0.3620928078889847
TEST_00304,0.010533944339840673,0.9925393462181091
TEST_00305,0.13886783691123128,0.6015810668468475
TEST_00306,0.29618727043271065,0.4730364829301834
TEST_00307,0.9545947909355164,0.05864453036338091
TEST_00308,0.9997746646404266,0.0005949764381512068
TEST_00309,0.4712539464235306,0.8032985627651215
TEST_00310,0.9996212124824524,0.003656249667983502
TEST_00311,0.18483194417785853,0.9708023369312286
TEST_00312,0.2947993725538254,0.0655336044728756
TEST_00313,0.16321095285820775,0.9508056640625
TEST_00314,0.3772578537464142,0.9783300161361694
TEST_00315,0.1882685236632824,0.5048664137721062
TEST_00316,0.5912572890520096,0.12795121921226382
TEST_00317,0.4781537652015686,0.7510604560375214
TEST_00318,0.8620054125785828,0.10622481480822898
TEST_00319,0.04456984717398882,0.7036740481853485
